#;nome-taxon;autoria;ano;ordem;subordem;infraordem;parvordem;superfamilia;familia;subfamilia;genero;especie;nome_vernaculo
530;Phaethornis ruber;Linnaeus;1758;Apodiformes;;;;;Trochilidae;Phaethornithinae;Phaethornis;ruber;rabo-branco-rubro
3200;Pipra filicauda;Spix;1825;Passeriformes;Tyranni;Tyrannides;Tyrannida;;Pipridae;Piprinae;Pipra;filicauda;rabo-de-arame
597;Discosura langsdorffi;Temminck;1821;Apodiformes;;;;;Trochilidae;Lesbiinae;Discosura;langsdorffi;rabo-de-espinho
1036;Phaethon lepturus;Daudin;1802;Phaethontiformes;;;;;Phaethontidae;;Phaethon;lepturus;rabo-de-palha-de-bico-laranja
1031;Phaethon aethereus;Linnaeus;1758;Phaethontiformes;;;;;Phaethontidae;;Phaethon;aethereus;rabo-de-palha-de-bico-vermelho
1034;Phaethon rubricauda;Boddaert;1783;Phaethontiformes;;;;;Phaethontidae;;Phaethon;rubricauda;rabo-de-palha-de-cauda-vermelha
4562;Embernagra longicauda;Strickland;1844;Passeriformes;Passeri;;Passerida;;Thraupidae;Emberizoidinae;Embernagra;longicauda;rabo-mole-da-serra
3019;Leptasthenura platensis;Reichenbach;1853;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Leptasthenura;platensis;rabudinho
1622;Tamatia tamatia;Gmelin;1788;Galbuliformes;;;;;Bucconidae;Bucconinae;Tamatia;tamatia;rapazinho-carijó
1619;Cyphos macrodactylus;Spix;1824;Galbuliformes;;;;;Bucconidae;Bucconinae;Cyphos;macrodactylus;rapazinho-de-boné-vermelho
1627;Bucco capensis;Linnaeus;1766;Galbuliformes;;;;;Bucconidae;Bucconinae;Bucco;capensis;rapazinho-de-colar
1630;Nystalus striatipectus;Sclater;1854;Galbuliformes;;;;;Bucconidae;Bucconinae;Nystalus;striatipectus;rapazinho-do-chaco
1629;Nystalus maculatus;Gmelin;1788;Galbuliformes;;;;;Bucconidae;Bucconinae;Nystalus;maculatus;rapazinho-dos-velhos
1632;Nystalus striolatus;Pelzeln;1856;Galbuliformes;;;;;Bucconidae;Bucconinae;Nystalus;striolatus;rapazinho-estriado-de-rondônia
1633;Nystalus torridus;Bond & Meyer de Schauensee;1940;Galbuliformes;;;;;Bucconidae;Bucconinae;Nystalus;torridus;rapazinho-estriado-do-leste
1631;Nystalus obamai;Whitney, Piacentini, Schunck, Aleixo, Sousa, Silveira & Rêgo;2013;Galbuliformes;;;;;Bucconidae;Bucconinae;Nystalus;obamai;rapazinho-estriado-do-oeste
4509;Pheucticus aureoventris;d'Orbigny & Lafresnaye;1837;Passeriformes;Passeri;;Passerida;;Cardinalidae;;Pheucticus;aureoventris;rei-do-bosque
2534;Willisornis poecilinotus;Cabanis;1847;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Willisornis;poecilinotus;rendadinho
2539;Willisornis vidua;Hellmayr;1905;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Willisornis;vidua;rendadinho-do-xingu
3181;Manacus manacus;Linnaeus;1766;Passeriformes;Tyranni;Tyrannides;Tyrannida;;Pipridae;Piprinae;Manacus;manacus;rendeira
3632;Camptostoma obsoletum;Temminck;1824;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Camptostoma;obsoletum;risadinha
288;Columbina passerina;Linnaeus;1758;Columbiformes;;;;;Columbidae;Claravinae;Columbina;passerina;rolinha-cinzenta
290;Columbina minuta;Linnaeus;1766;Columbiformes;;;;;Columbidae;Claravinae;Columbina;minuta;rolinha-de-asa-canela
300;Columbina cyanopis;Pelzeln;1870;Columbiformes;;;;;Columbidae;Claravinae;Columbina;cyanopis;rolinha-do-planalto
295;Columbina squammata;Lesson;1831;Columbiformes;;;;;Columbidae;Claravinae;Columbina;squammata;rolinha-fogo-apagou
297;Columbina picui;Temminck;1813;Columbiformes;;;;;Columbidae;Claravinae;Columbina;picui;rolinha-picuí
292;Columbina talpacoti;Temminck;1811;Columbiformes;;;;;Columbidae;Claravinae;Columbina;talpacoti;rolinha-roxa
282;Uropelia campestris;Spix;1825;Columbiformes;;;;;Columbidae;Claravinae;Uropelia;campestris;rolinha-vaqueira
4375;Icterus chrysocephalus;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Icteridae;Icterinae;Icterus;chrysocephalus;rouxinol-do-rio-negro
4184;Turdus leucomelas;Vieillot;1818;Passeriformes;Passeri;;Passerida;;Turdidae;;Turdus;leucomelas;sabiá-barranco
4189;Turdus hauxwelli;Lawrence;1869;Passeriformes;Passeri;;Passerida;;Turdidae;;Turdus;hauxwelli;sabiá-bicolor
4175;Cichlopsis leucogenys;Cabanis;1851;Passeriformes;Passeri;;Passerida;;Turdidae;;Cichlopsis;leucogenys;sabiá-castanho
1937;Triclaria malachitacea;Spix;1824;Psittaciformes;;;;;Psittacidae;Arinae;Triclaria;malachitacea;sabiá-cica
4206;Turdus albicollis;Vieillot;1818;Passeriformes;Passeri;;Passerida;;Turdidae;;Turdus;albicollis;sabiá-coleira
4187;Turdus fumigatus;Lichtenstein;1823;Passeriformes;Passeri;;Passerida;;Turdidae;;Turdus;fumigatus;sabiá-da-mata
4214;Mimus gilvus;Vieillot;1807;Passeriformes;Passeri;;Passerida;;Mimidae;;Mimus;gilvus;sabiá-da-praia
4196;Turdus sanchezorum;O'Neill, Lane & Naka;2011;Passeriformes;Passeri;;Passerida;;Turdidae;;Turdus;sanchezorum;sabiá-da-várzea
4202;Turdus olivater;Lafresnaye;1848;Passeriformes;Passeri;;Passerida;;Turdidae;;Turdus;olivater;sabiá-de-cabeça-preta
4560;Embernagra platensis;Gmelin;1789;Passeriformes;Passeri;;Passerida;;Thraupidae;Emberizoidinae;Embernagra;platensis;sabiá-do-banhado
4217;Mimus saturninus;Lichtenstein;1823;Passeriformes;Passeri;;Passerida;;Mimidae;;Mimus;saturninus;sabiá-do-campo
4205;Turdus subalaris;Seebohm;1887;Passeriformes;Passeri;;Passerida;;Turdidae;;Turdus;subalaris;sabiá-ferreiro
4190;Turdus rufiventris;Vieillot;1818;Passeriformes;Passeri;;Passerida;;Turdidae;;Turdus;rufiventris;sabiá-laranjeira
3235;Carpornis melanocephala;Wied;1820;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Rupicolinae;Carpornis;melanocephala;sabiá-pimenta
4199;Turdus amaurochalinus;Cabanis;1850;Passeriformes;Passeri;;Passerida;;Turdidae;;Turdus;amaurochalinus;sabiá-poca
4180;Turdus leucops;Taczanowski;1877;Passeriformes;Passeri;;Passerida;;Turdidae;;Turdus;leucops;sabiá-preto
4178;Turdus iliacus;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Turdidae;;Turdus;iliacus;sabiá-ruivo
4181;Turdus flavipes;Vieillot;1818;Passeriformes;Passeri;;Passerida;;Turdidae;;Turdus;flavipes;sabiá-una
4163;Catharus aurantiirostris;Hartlaub;1850;Passeriformes;Passeri;;Passerida;;Turdidae;;Catharus;aurantiirostris;sabiazinho-de-bico-laranja
4170;Catharus minimus;Lafresnaye;1848;Passeriformes;Passeri;;Passerida;;Turdidae;;Catharus;minimus;sabiazinho-de-cara-cinza
4173;Catharus swainsoni;Tschudi;1845;Passeriformes;Passeri;;Passerida;;Turdidae;;Catharus;swainsoni;sabiazinho-de-óculos
4165;Catharus fuscescens;Stephens;1817;Passeriformes;Passeri;;Passerida;;Turdidae;;Catharus;fuscescens;sabiazinho-norte-americano
311;Tapera naevia;Linnaeus;1766;Cuculiformes;;;;;Cuculidae;Taperinae;Tapera;naevia;saci
4617;Dacnis flaviventer;d'Orbigny & Lafresnaye;1837;Passeriformes;Passeri;;Passerida;;Thraupidae;Dacninae;Dacnis;flaviventer;saí-amarela
4600;Tersina viridis;Illiger;1811;Passeriformes;Passeri;;Passerida;;Thraupidae;Dacninae;Tersina;viridis;saí-andorinha
4620;Dacnis cayana;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Thraupidae;Dacninae;Dacnis;cayana;saí-azul
4777;Thlypopsis sordida;d'Orbigny & Lafresnaye;1837;Passeriformes;Passeri;;Passerida;;Thraupidae;Poospizinae;Thlypopsis;sordida;saí-canário
4615;Dacnis albiventris;Sclater;1852;Passeriformes;Passeri;;Passerida;;Thraupidae;Dacninae;Dacnis;albiventris;saí-de-barriga-branca
4604;Cyanerpes nitidus;Hartlaub;1847;Passeriformes;Passeri;;Passerida;;Thraupidae;Dacninae;Cyanerpes;nitidus;saí-de-bico-curto
4623;Dacnis lineata;Gmelin;1789;Passeriformes;Passeri;;Passerida;;Thraupidae;Dacninae;Dacnis;lineata;saí-de-máscara-preta
4605;Cyanerpes caeruleus;Linnaeus;1758;Passeriformes;Passeri;;Passerida;;Thraupidae;Dacninae;Cyanerpes;caeruleus;saí-de-perna-amarela
4616;Dacnis nigripes;Pelzeln;1856;Passeriformes;Passeri;;Passerida;;Thraupidae;Dacninae;Dacnis;nigripes;saí-de-pernas-pretas
4576;Chlorophanes spiza;Linnaeus;1758;Passeriformes;Passeri;;Passerida;;Thraupidae;Hemithraupinae;Chlorophanes;spiza;saí-verde
4898;Stilpnia cayana;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Stilpnia;cayana;saíra-amarela
4549;Nemosia rourei;Cabanis;1870;Passeriformes;Passeri;;Passerida;;Thraupidae;Nemosiinae;Nemosia;rourei;saíra-apunhalada
4608;Cyanerpes cyaneus;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Thraupidae;Dacninae;Cyanerpes;cyaneus;saíra-beija-flor
4867;Ixothraupis varia;Statius Muller;1776;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Ixothraupis;varia;saíra-carijó
4921;Tangara mexicana;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Tangara;mexicana;saíra-de-bando
4873;Ixothraupis xanthogastra;Sclater;1851;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Ixothraupis;xanthogastra;saíra-de-barriga-amarela
4893;Stilpnia cyanicollis;d'Orbigny & Lafresnaye;1837;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Stilpnia;cyanicollis;saíra-de-cabeça-azul
4906;Tangara gyrola;Linnaeus;1758;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Tangara;gyrola;saíra-de-cabeça-castanha
4890;Stilpnia cyanoptera;Swainson;1834;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Stilpnia;cyanoptera;saíra-de-cabeça-preta
4544;Nemosia pileata;Boddaert;1783;Passeriformes;Passeri;;Passerida;;Thraupidae;Nemosiinae;Nemosia;pileata;saíra-de-chapéu-preto
4588;Hemithraupis guira;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Thraupidae;Hemithraupinae;Hemithraupis;guira;saíra-de-papo-preto
4931;Tangara velia;Linnaeus;1758;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Tangara;velia;saíra-diamante
4919;Tangara cyanoventris;Vieillot;1819;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Tangara;cyanoventris;saíra-douradinha
4595;Hemithraupis ruficapilla;Vieillot;1818;Passeriformes;Passeri;;Passerida;;Thraupidae;Hemithraupinae;Hemithraupis;ruficapilla;saíra-ferrugem
4581;Hemithraupis flavicollis;Vieillot;1818;Passeriformes;Passeri;;Passerida;;Thraupidae;Hemithraupinae;Hemithraupis;flavicollis;saíra-galega
4920;Tangara desmaresti;Vieillot;1819;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Tangara;desmaresti;saíra-lagarta
4892;Stilpnia nigrocincta;Bonaparte;1838;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Stilpnia;nigrocincta;saíra-mascarada
4915;Tangara cyanocephala;Statius Muller;1776;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Tangara;cyanocephala;saíra-militar
4868;Ixothraupis punctata;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Ixothraupis;punctata;saíra-negaça
4930;Tangara callophrys;Cabanis;1849;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Tangara;callophrys;saíra-opala
4911;Tangara schrankii;Spix;1825;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Tangara;schrankii;saíra-ouro
4935;Tangara cyanomelas;Wied;1830;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Tangara;cyanomelas;saíra-pérola
4870;Ixothraupis guttata;Cabanis;1850;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Ixothraupis;guttata;saíra-pintada
4913;Tangara fastuosa;Lesson;1831;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Tangara;fastuosa;saíra-pintor
4897;Stilpnia preciosa;Cabanis;1850;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Stilpnia;preciosa;saíra-preciosa
4896;Stilpnia peruviana;Desmarest;1806;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Stilpnia;peruviana;saíra-sapucaia
4914;Tangara seledon;Statius Muller;1776;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Tangara;seledon;saíra-sete-cores
4831;Pipraeidea melanonota;Vieillot;1819;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Pipraeidea;melanonota;saíra-viúva
756;Laterallus flaviventer;Boddaert;1783;Gruiformes;;;;;Rallidae;;Laterallus;flaviventer;sanã-amarela
774;Mustelirallus albicollis;Vieillot;1819;Gruiformes;;;;;Rallidae;;Mustelirallus;albicollis;sanã-carijó
752;Rufirallus viridis;Statius Muller;1776;Gruiformes;;;;;Rallidae;;Rufirallus;viridis;sanã-castanha
764;Laterallus spilopterus;Durnford;1877;Gruiformes;;;;;Rallidae;;Laterallus;spilopterus;sanã-cinza
749;Anurolimnas castaneiceps;Sclater & Salvin;1869;Gruiformes;;;;;Rallidae;;Anurolimnas;castaneiceps;sanã-de-cabeça-castanha
766;Laterallus xenopterus;Conover;1934;Gruiformes;;;;;Rallidae;;Laterallus;xenopterus;sanã-de-cara-ruiva
761;Laterallus exilis;Temminck;1831;Gruiformes;;;;;Rallidae;;Laterallus;exilis;sanã-do-capim
758;Laterallus melanophaius;Vieillot;1819;Gruiformes;;;;;Rallidae;;Laterallus;melanophaius;sanã-parda
762;Laterallus jamaicensis;Gmelin;1789;Gruiformes;;;;;Rallidae;;Laterallus;jamaicensis;sanã-preta
765;Laterallus leucopyrrhus;Vieillot;1819;Gruiformes;;;;;Rallidae;;Laterallus;leucopyrrhus;sanã-vermelha
755;Laterallus fasciatus;Sclater & Salvin;1868;Gruiformes;;;;;Rallidae;;Laterallus;fasciatus;sanã-zebrada
4882;Thraupis sayaca;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Thraupis;sayaca;sanhaço-cinzento
4877;Thraupis episcopus;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Thraupis;episcopus;sanhaço-da-amazônia
4498;Piranga leucoptera;Trudeau;1839;Passeriformes;Passeri;;Passerida;;Cardinalidae;;Piranga;leucoptera;sanhaço-de-asa-branca
4851;Schistochlamys melanopis;Latham;1790;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Schistochlamys;melanopis;sanhaço-de-coleira
4888;Thraupis ornata;Sparrman;1789;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Thraupis;ornata;sanhaço-de-encontro-amarelo
4884;Thraupis cyanoptera;Vieillot;1817;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Thraupis;cyanoptera;sanhaço-de-encontro-azul
4490;Piranga flava;Vieillot;1822;Passeriformes;Passeri;;Passerida;;Cardinalidae;;Piranga;flava;sanhaço-de-fogo
4885;Thraupis palmarum;Wied;1821;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Thraupis;palmarum;sanhaço-do-coqueiro
4497;Piranga olivacea;Gmelin;1789;Passeriformes;Passeri;;Passerida;;Cardinalidae;;Piranga;olivacea;sanhaço-escarlate
4845;Stephanophorus diadematus;Temminck;1823;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Stephanophorus;diadematus;sanhaço-frade
4493;Piranga lutea;Lesson;1834;Passeriformes;Passeri;;Passerida;;Cardinalidae;;Piranga;lutea;sanhaço-montano
4835;Rauenia bonariensis;Gmelin;1789;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Rauenia;bonariensis;sanhaço-papa-laranja
4541;Orchesticus abeillei;Lesson;1839;Passeriformes;Passeri;;Passerida;;Thraupidae;Orchesticinae;Orchesticus;abeillei;sanhaço-pardo
4495;Piranga rubra;Linnaeus;1758;Passeriformes;Passeri;;Passerida;;Cardinalidae;;Piranga;rubra;sanhaço-vermelho
781;Pardirallus maculatus;Boddaert;1783;Gruiformes;;;;;Rallidae;;Pardirallus;maculatus;saracura-carijó
797;Aramides calopterus;Sclater & Salvin;1878;Gruiformes;;;;;Rallidae;;Aramides;calopterus;saracura-de-asa-vermelha
785;Pardirallus sanguinolentus;Swainson;1838;Gruiformes;;;;;Rallidae;;Pardirallus;sanguinolentus;saracura-do-banhado
793;Aramides mangle;Spix;1825;Gruiformes;;;;;Rallidae;;Aramides;mangle;saracura-do-mangue
798;Aramides saracura;Spix;1825;Gruiformes;;;;;Rallidae;;Aramides;saracura;saracura-do-mato
789;Amaurolimnas concolor;Gosse;1847;Gruiformes;;;;;Rallidae;;Amaurolimnas;concolor;saracura-lisa
742;Rallus longirostris;Boddaert;1783;Gruiformes;;;;;Rallidae;;Rallus;longirostris;saracura-matraca
783;Pardirallus nigricans;Vieillot;1819;Gruiformes;;;;;Rallidae;;Pardirallus;nigricans;saracura-sanã
794;Aramides cajaneus;Statius Muller;1776;Gruiformes;;;;;Rallidae;;Aramides;cajaneus;saracura-três-potes
792;Aramides ypecaha;Vieillot;1819;Gruiformes;;;;;Rallidae;;Aramides;ypecaha;saracuruçu
4415;Agelasticus thilius;Molina;1782;Passeriformes;Passeri;;Passerida;;Icteridae;Agelaiinae;Agelasticus;thilius;sargento
1682;Selenidera nattereri;Gould;1836;Piciformes;;;;;Ramphastidae;;Selenidera;nattereri;saripoca-de-bico-castanho
1679;Selenidera reinwardtii;Wagler;1827;Piciformes;;;;;Ramphastidae;;Selenidera;reinwardtii;saripoca-de-coleira
1683;Selenidera gouldii;Natterer;1837;Piciformes;;;;;Ramphastidae;;Selenidera;gouldii;saripoca-de-gould
3264;Lipaugus ater;Ferrusac;1829;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cotinginae;Lipaugus;ater;saudade
3265;Lipaugus conditus;Snow;1980;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cotinginae;Lipaugus;conditus;saudade-de-asa-cinza
3239;Phoenicircus carnifex;Linnaeus;1758;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Rupicolinae;Phoenicircus;carnifex;saurá
3240;Phoenicircus nigricollis;Swainson;1832;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Rupicolinae;Phoenicircus;nigricollis;saurá-de-pescoço-preto
1196;Nyctanassa violacea;Linnaeus;1758;Pelecaniformes;;;;;Ardeidae;;Nyctanassa;violacea;savacu-de-coroa
3576;Hemitriccus margaritaceiventer;d'Orbigny & Lafresnaye;1837;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Todirostrinae;Hemitriccus;margaritaceiventer;sebinho-de-olho-de-ouro
3594;Lophotriccus galeatus;Boddaert;1783;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Todirostrinae;Lophotriccus;galeatus;sebinho-de-penacho
3570;Hemitriccus striaticollis;Lafresnaye;1853;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Todirostrinae;Hemitriccus;striaticollis;sebinho-rajado-amarelo
1846;Cariama cristata;Linnaeus;1766;Cariamiformes;;;;;Cariamidae;;Cariama;cristata;seriema
3835;Sublegatus obscurior;Todd;1920;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Sublegatus;obscurior;sertanejo-escuro
4926;Tangara chilensis;Vigors;1832;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Tangara;chilensis;sete-cores-da-amazônia
1172;Tigrisoma lineatum;Boddaert;1783;Pelecaniformes;;;;;Ardeidae;;Tigrisoma;lineatum;socó-boi
1185;Botaurus pinnatus;Wagler;1829;Pelecaniformes;;;;;Ardeidae;;Botaurus;pinnatus;socó-boi-baio
1192;Nycticorax nycticorax;Linnaeus;1758;Pelecaniformes;;;;;Ardeidae;;Nycticorax;nycticorax;socó-dorminhoco
1175;Tigrisoma fasciatum;Such;1825;Pelecaniformes;;;;;Ardeidae;;Tigrisoma;fasciatum;socó-jararaca
1190;Ixobrychus involucris;Vieillot;1823;Pelecaniformes;;;;;Ardeidae;;Ixobrychus;involucris;socoí-amarelo
1188;Ixobrychus exilis;Gmelin;1789;Pelecaniformes;;;;;Ardeidae;;Ixobrychus;exilis;socoí-vermelho
1183;Zebrilus undulatus;Gmelin;1789;Pelecaniformes;;;;;Ardeidae;;Zebrilus;undulatus;socoí-zigue-zague
1199;Butorides striata;Linnaeus;1758;Pelecaniformes;;;;;Ardeidae;;Butorides;striata;socozinho
3160;Antilophia galeata;Lichtenstein;1823;Passeriformes;Tyranni;Tyrannides;Tyrannida;;Pipridae;Ilicurinae;Antilophia;galeata;soldadinho
3159;Antilophia bokermanni;Coelho & Silva;1998;Passeriformes;Tyranni;Tyrannides;Tyrannida;;Pipridae;Ilicurinae;Antilophia;bokermanni;soldadinho-do-araripe
2385;Hypocnemoides maculicauda;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Hypocnemoides;maculicauda;solta-asa
2388;Hypocnemoides melanopogon;Sclater;1857;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Hypocnemoides;melanopogon;solta-asa-do-norte
803;Porzana carolina;Linnaeus;1758;Gruiformes;;;;;Rallidae;;Porzana;carolina;sora
1320;Ictinia plumbea;Gmelin;1788;Accipitriformes;;;;;Accipitridae;Accipitrininae;Ictinia;plumbea;sovi
1319;Ictinia mississippiensis;Wilson;1811;Accipitriformes;;;;;Accipitridae;Accipitrininae;Ictinia;mississippiensis;sovi-do-norte
1394;Tyto furcata;Temminck;1827;Strigiformes;;;;;Tytonidae;;Tyto;furcata;suindara
3808;Tyrannus melancholicus;Vieillot;1819;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Tyranninae;Tyrannus;melancholicus;suiriri
3782;Machetornis rixosa;Vieillot;1819;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Tyranninae;Machetornis;rixosa;suiriri-cavaleiro
3816;Tyrannus dominicensis;Gmelin;1788;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Tyranninae;Tyrannus;dominicensis;suiriri-cinza
3660;Suiriri suiriri;Vieillot;1818;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Suiriri;suiriri;suiriri-cinzento
3833;Guyramemua affine;Burmeister;1856;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Guyramemua;affine;suiriri-da-chapada
3807;Tyrannus albogularis;Burmeister;1856;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Tyranninae;Tyrannus;albogularis;suiriri-de-garganta-branca
3790;Tyrannopsis sulphurea;Spix;1825;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Tyranninae;Tyrannopsis;sulphurea;suiriri-de-garganta-rajada
3906;Satrapa icterophrys;Vieillot;1818;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Satrapa;icterophrys;suiriri-pequeno
3815;Tyrannus tyrannus;Linnaeus;1758;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Tyranninae;Tyrannus;tyrannus;suiriri-valente
1466;Trogon viridis;Linnaeus;1766;Trogoniformes;;;;;Trogonidae;;Trogon;viridis;surucuá-de-barriga-amarela
1476;Trogon curucui;Linnaeus;1766;Trogoniformes;;;;;Trogonidae;;Trogon;curucui;surucuá-de-barriga-vermelha
1463;Trogon melanurus;Swainson;1838;Trogoniformes;;;;;Trogonidae;;Trogon;melanurus;surucuá-de-cauda-preta
1486;Trogon collaris;Vieillot;1817;Trogoniformes;;;;;Trogonidae;;Trogon;collaris;surucuá-de-coleira
1484;Trogon muriciensis;Dickens, Bitton, Bravo & Silveira;2021;Trogoniformes;;;;;Trogonidae;;Trogon;muriciensis;surucuá-de-murici
1485;Trogon chrysochloros;Pelzeln;1856;Trogoniformes;;;;;Trogonidae;;Trogon;chrysochloros;surucuá-dourado
1480;Trogon rufus;Gmelin;1788;Trogoniformes;;;;;Trogonidae;;Trogon;rufus;surucuá-dourado-da-amazônia
1490;Trogon personatus;Gould;1842;Trogoniformes;;;;;Trogonidae;;Trogon;personatus;surucuá-mascarado
1469;Trogon ramonianus;Deville & Des Murs;1849;Trogoniformes;;;;;Trogonidae;;Trogon;ramonianus;surucuá-pequeno
1472;Trogon surrucura;Vieillot;1817;Trogoniformes;;;;;Trogonidae;;Trogon;surrucura;surucuá-variado
1475;Trogon violaceus;Gmelin;1788;Trogoniformes;;;;;Trogonidae;;Trogon;violaceus;surucuá-violáceo
72;Chauna torquata;Oken;1816;Anseriformes;;;;;Anhimidae;;Chauna;torquata;tachã
3573;Hemitriccus nidipendulus;Wied;1831;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Todirostrinae;Hemitriccus;nidipendulus;tachuri-campainha
983;Rynchops niger;Linnaeus;1758;Charadriiformes;Lari;;;;Laridae;Rynchopinae;Rynchops;niger;talha-mar
1860;Micrastur mirandollei;Schlegel;1862;Falconiformes;;;;;Falconidae;Herpetotherinae;Micrastur;mirandollei;tanatau
3157;Chiroxiphia caudata;Shaw & Nodder;1793;Passeriformes;Tyranni;Tyrannides;Tyrannida;;Pipridae;Ilicurinae;Chiroxiphia;caudata;tangará
3156;Chiroxiphia regina;Sclater;1856;Passeriformes;Tyranni;Tyrannides;Tyrannida;;Pipridae;Ilicurinae;Chiroxiphia;regina;tangará-de-coroa-amarela
3155;Chiroxiphia pareola;Linnaeus;1766;Passeriformes;Tyranni;Tyrannides;Tyrannida;;Pipridae;Ilicurinae;Chiroxiphia;pareola;tangará-príncipe
3207;Machaeropterus regulus;Hahn;1819;Passeriformes;Tyranni;Tyrannides;Tyrannida;;Pipridae;Piprinae;Machaeropterus;regulus;tangará-rajado
3208;Machaeropterus striolatus;Bonaparte;1838;Passeriformes;Tyranni;Tyrannides;Tyrannida;;Pipridae;Piprinae;Machaeropterus;striolatus;tangará-riscado
3151;Ilicura militaris;Shaw & Nodder;1809;Passeriformes;Tyranni;Tyrannides;Tyrannida;;Pipridae;Ilicurinae;Ilicura;militaris;tangarazinho
