#;nome-taxon;autoria;ano;ordem;subordem;infraordem;parvordem;superfamilia;familia;subfamilia;genero;especie;nome_vernaculo
1271;Pandion haliaetus;Linnaeus;1758;Accipitriformes;;;;;Pandionidae;;Pandion;haliaetus;águia-pescadora
1372;Geranoaetus melanoleucus;Vieillot;1819;Accipitriformes;;;;;Accipitridae;Accipitrininae;Geranoaetus;melanoleucus;águia-serrana
1353;Urubitinga solitaria;Vieillot;1817;Accipitriformes;;;;;Accipitridae;Accipitrininae;Urubitinga;solitaria;águia-solitária
1532;Brachygalba albogularis;Spix;1824;Galbuliformes;;;;;Galbulidae;;Brachygalba;albogularis;agulha-de-garganta-branca
1060;Thalassarche chrysostoma;Forster;1785;Procellariiformes;;;;;Diomedeidae;;Thalassarche;chrysostoma;albatroz-de-cabeça-cinza
1061;Thalassarche cauta;Gould;1841;Procellariiformes;;;;;Diomedeidae;;Thalassarche;cauta;albatroz-de-coroa-branca
1058;Thalassarche chlororhynchos;Gmelin;1789;Procellariiformes;;;;;Diomedeidae;;Thalassarche;chlororhynchos;albatroz-de-nariz-amarelo
1059;Thalassarche melanophris;Temminck;1828;Procellariiformes;;;;;Diomedeidae;;Thalassarche;melanophris;albatroz-de-sobrancelha
1053;Diomedea dabbenena;Mathews;1929;Procellariiformes;;;;;Diomedeidae;;Diomedea;dabbenena;albatroz-de-tristão
1052;Diomedea exulans;Linnaeus;1758;Procellariiformes;;;;;Diomedeidae;;Diomedea;exulans;albatroz-errante
1050;Diomedea epomophora;Lesson;1825;Procellariiformes;;;;;Diomedeidae;;Diomedea;epomophora;albatroz-real
1051;Diomedea sanfordi;Murphy;1917;Procellariiformes;;;;;Diomedeidae;;Diomedea;sanfordi;albatroz-real-do-norte
3717;Serpophaga subcristata;Vieillot;1817;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Serpophaga;subcristata;alegrinho
3612;Stigmatura budytoides;d'Orbigny & Lafresnaye;1837;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Stigmatura;budytoides;alegrinho-balança-rabo
3699;Mecocerculus leucophrys;d'Orbigny & Lafresnaye;1837;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Mecocerculus;leucophrys;alegrinho-de-garganta-branca
3615;Inezia inornata;Salvadori;1897;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Inezia;inornata;alegrinho-do-chaco
3713;Serpophaga hypoleuca;Sclater & Salvin;1866;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Serpophaga;hypoleuca;alegrinho-do-rio
3721;Serpophaga griseicapilla;Straneck;2008;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Serpophaga;griseicapilla;alegrinho-trinador
335;Piaya cayana;Linnaeus;1766;Cuculiformes;;;;;Cuculidae;Cuculinae;Piaya;cayana;alma-de-gato
1070;Oceanites oceanicus;Kuhl;1820;Procellariiformes;;;;;Oceanitidae;;Oceanites;oceanicus;alma-de-mestre
1107;Bulweria bulwerii;Jardine & Selby;1828;Procellariiformes;;;;;Procellariidae;;Bulweria;bulwerii;alma-negra
3616;Inezia subflava;Sclater & Salvin;1873;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Inezia;subflava;amarelinho
3619;Inezia caudata;Salvin;1897;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Inezia;caudata;amarelinho-da-amazônia
3711;Pseudocolopteryx flaviventris;d'Orbigny & Lafresnaye;1837;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Pseudocolopteryx;flaviventris;amarelinho-do-junco
1997;Deroptyus accipitrinus;Linnaeus;1758;Psittaciformes;;;;;Psittacidae;Arinae;Deroptyus;accipitrinus;anacã
3274;Cotinga cayana;Linnaeus;1766;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cotinginae;Cotinga;cayana;anambé-azul
3313;Tityra inquisitor;Lichtenstein;1823;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Tityridae;Tityrinae;Tityra;inquisitor;anambé-branco-de-bochecha-parda
3321;Tityra semifasciata;Spix;1825;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Tityridae;Tityrinae;Tityra;semifasciata;anambé-branco-de-máscara-negra
3318;Tityra cayana;Linnaeus;1766;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Tityridae;Tityrinae;Tityra;cayana;anambé-branco-de-rabo-preto
3286;Xipholena atropurpurea;Wied;1820;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cotinginae;Xipholena;atropurpurea;anambé-de-asa-branca
3282;Conioptilon mcilhennyi;Lowery & O'Neill;1966;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cotinginae;Conioptilon;mcilhennyi;anambé-de-cara-preta
3305;Iodopleura isabellae;Parzudaki;1847;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Tityridae;Tityrinae;Iodopleura;isabellae;anambé-de-coroa
3278;Porphyrolaema porphyrolaema;Deville & Sclater;1852;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cotinginae;Porphyrolaema;porphyrolaema;anambé-de-garganta-encarnada
3275;Cotinga cotinga;Linnaeus;1766;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cotinginae;Cotinga;cotinga;anambé-de-peito-roxo
3285;Xipholena lamellipennis;Lafresnaye;1839;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cotinginae;Xipholena;lamellipennis;anambé-de-rabo-branco
3230;Pipreola whitelyi;Salvin & Godman;1884;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Pipreolinae;Pipreola;whitelyi;anambé-dos-tepuis
3308;Iodopleura fusca;Vieillot;1817;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Tityridae;Tityrinae;Iodopleura;fusca;anambé-fusco
3249;Haematoderus militaris;Shaw;1792;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cephalopterinae;Haematoderus;militaris;anambé-militar
3280;Gymnoderus foetidus;Linnaeus;1758;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cotinginae;Gymnoderus;foetidus;anambé-pombo
3258;Cephalopterus ornatus;Saint-Hilaire;1809;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cephalopterinae;Cephalopterus;ornatus;anambé-preto
3284;Xipholena punicea;Pallas;1764;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cotinginae;Xipholena;punicea;anambé-roxo
3273;Cotinga maynana;Linnaeus;1766;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cotinginae;Cotinga;maynana;anambé-turquesa
3251;Querula purpurata;Statius Muller;1776;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cephalopterinae;Querula;purpurata;anambé-una
3309;Iodopleura pipra;Lesson;1831;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Tityridae;Tityrinae;Iodopleura;pipra;anambezinho
2707;Geositta poeciloptera;Wied;1830;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Scleruridae;;Geositta;poeciloptera;andarilho
4044;Progne subis;Linnaeus;1758;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Progne;subis;andorinha-azul
4056;Tachycineta leucopyga;Meyen;1834;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Tachycineta;leucopyga;andorinha-chilena
4048;Progne cryptoleuca;Baird;1865;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Progne;cryptoleuca;andorinha-cubana
4061;Hirundo rustica;Linnaeus;1758;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Hirundo;rustica;andorinha-de-bando
4029;Pygochelidon melanoleuca;Wied;1820;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Pygochelidon;melanoleuca;andorinha-de-coleira
4064;Petrochelidon pyrrhonota;Vieillot;1817;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Petrochelidon;pyrrhonota;andorinha-de-dorso-acanelado
4055;Tachycineta leucorrhoa;Vieillot;1817;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Tachycineta;leucorrhoa;andorinha-de-sobre-branco
4058;Riparia riparia;Linnaeus;1758;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Riparia;riparia;andorinha-do-barranco
4041;Progne tapera;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Progne;tapera;andorinha-do-campo
4047;Progne dominicensis;Gmelin;1789;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Progne;dominicensis;andorinha-do-caribe
4054;Tachycineta albiventer;Boddaert;1783;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Tachycineta;albiventer;andorinha-do-rio
4052;Progne elegans;Baird;1865;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Progne;elegans;andorinha-do-sul
4049;Progne chalybea;Gmelin;1789;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Progne;chalybea;andorinha-grande
4031;Alopochelidon fucata;Temminck;1822;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Alopochelidon;fucata;andorinha-morena
4026;Pygochelidon cyanoleuca;Vieillot;1817;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Pygochelidon;cyanoleuca;andorinha-pequena-de-casa
4038;Stelgidopteryx ruficollis;Vieillot;1817;Passeriformes;Passeri;;Passerida;;Hirundinidae;;Stelgidopteryx;ruficollis;andorinha-serradora
473;Chaetura chapmani;Hellmayr;1907;Apodiformes;;;;;Apodidae;;Chaetura;chapmani;andorinhão-de-chapman
477;Chaetura brachyura;Jardine;1846;Apodiformes;;;;;Apodidae;;Chaetura;brachyura;andorinhão-de-rabo-curto
468;Chaetura spinicaudus;Temminck;1839;Apodiformes;;;;;Apodidae;;Chaetura;spinicaudus;andorinhão-de-sobre-branco
465;Chaetura cinereiventris;Sclater;1862;Apodiformes;;;;;Apodidae;;Chaetura;cinereiventris;andorinhão-de-sobre-cinzento
484;Tachornis squamata;Cassin;1853;Apodiformes;;;;;Apodidae;;Tachornis;squamata;andorinhão-do-buriti
476;Chaetura meridionalis;Hellmayr;1907;Apodiformes;;;;;Apodidae;;Chaetura;meridionalis;andorinhão-do-temporal
488;Panyptila cayennensis;Gmelin;1789;Apodiformes;;;;;Apodidae;;Panyptila;cayennensis;andorinhão-estofador
472;Chaetura pelagica;Linnaeus;1758;Apodiformes;;;;;Apodidae;;Chaetura;pelagica;andorinhão-peregrino
481;Aeronautes montivagus;d'Orbigny & Lafresnaye;1837;Apodiformes;;;;;Apodidae;;Aeronautes;montivagus;andorinhão-serrano
70;Anhima cornuta;Linnaeus;1766;Anseriformes;;;;;Anhimidae;;Anhima;cornuta;anhuma
305;Guira guira;Gmelin;1788;Cuculiformes;;;;;Cuculidae;Crotophaginae;Guira;guira;anu-branco
307;Crotophaga major;Gmelin;1788;Cuculiformes;;;;;Cuculidae;Crotophaginae;Crotophaga;major;anu-coroca
308;Crotophaga ani;Linnaeus;1758;Cuculiformes;;;;;Cuculidae;Crotophaginae;Crotophaga;ani;anu-preto
4405;Anumara forbesi;Sclater;1886;Passeriformes;Passeri;;Passerida;;Icteridae;Agelaiinae;Anumara;forbesi;anumará
1904;Touit huetii;Temminck;1830;Psittaciformes;;;;;Psittacidae;Arinae;Touit;huetii;apuim-de-asa-vermelha
1909;Touit surdus;Kuhl;1820;Psittaciformes;;;;;Psittacidae;Arinae;Touit;surdus;apuim-de-cauda-amarela
1905;Touit purpuratus;Gmelin;1788;Psittaciformes;;;;;Psittacidae;Arinae;Touit;purpuratus;apuim-de-costas-azuis
1908;Touit melanonotus;Wied;1820;Psittaciformes;;;;;Psittacidae;Arinae;Touit;melanonotus;apuim-de-costas-pretas
1686;Pteroglossus bailloni;Vieillot;1819;Piciformes;;;;;Ramphastidae;;Pteroglossus;bailloni;araçari-banana
1695;Pteroglossus castanotis;Gould;1834;Piciformes;;;;;Ramphastidae;;Pteroglossus;castanotis;araçari-castanho
1700;Pteroglossus flavirostris;Fraser;1841;Piciformes;;;;;Ramphastidae;;Pteroglossus;flavirostris;araçari-de-bico-amarelo
1691;Pteroglossus aracari;Linnaeus;1758;Piciformes;;;;;Ramphastidae;;Pteroglossus;aracari;araçari-de-bico-branco
1699;Pteroglossus azara;Vieillot;1819;Piciformes;;;;;Ramphastidae;;Pteroglossus;azara;araçari-de-bico-de-marfim
1701;Pteroglossus mariae;Gould;1854;Piciformes;;;;;Ramphastidae;;Pteroglossus;mariae;araçari-de-bico-marrom
1688;Pteroglossus inscriptus;Swainson;1822;Piciformes;;;;;Ramphastidae;;Pteroglossus;inscriptus;araçari-de-bico-riscado
1698;Pteroglossus pluricinctus;Gould;1835;Piciformes;;;;;Ramphastidae;;Pteroglossus;pluricinctus;araçari-de-cinta-dupla
1703;Pteroglossus bitorquatus;Vigors;1826;Piciformes;;;;;Ramphastidae;;Pteroglossus;bitorquatus;araçari-de-pescoço-vermelho
1687;Pteroglossus viridis;Linnaeus;1766;Piciformes;;;;;Ramphastidae;;Pteroglossus;viridis;araçari-miudinho
1702;Pteroglossus beauharnaisii;Wagler;1831;Piciformes;;;;;Ramphastidae;;Pteroglossus;beauharnaisii;araçari-mulato
1678;Selenidera piperivora;Linnaeus;1758;Piciformes;;;;;Ramphastidae;;Selenidera;piperivora;araçari-negro
1684;Selenidera maculirostris;Lichtenstein;1823;Piciformes;;;;;Ramphastidae;;Selenidera;maculirostris;araçari-poca
166;Ortalis araucuan;Spix;1825;Galliformes;;;;;Cracidae;;Ortalis;araucuan;aracuã-de-barriga-branca
170;Ortalis superciliaris;Gray;1867;Galliformes;;;;;Cracidae;;Ortalis;superciliaris;aracuã-de-sobrancelhas
161;Ortalis canicollis;Wagler;1830;Galliformes;;;;;Cracidae;;Ortalis;canicollis;aracuã-do-pantanal
167;Ortalis squamata;Lesson;1829;Galliformes;;;;;Cracidae;;Ortalis;squamata;aracuã-escamoso
165;Ortalis remota;Pinto;1960;Galliformes;;;;;Cracidae;;Ortalis;remota;aracuã-guarda-faca
168;Ortalis motmot;Linnaeus;1766;Galliformes;;;;;Cracidae;;Ortalis;motmot;aracuã-pequeno
163;Ortalis guttata;Spix;1825;Galliformes;;;;;Cracidae;;Ortalis;guttata;aracuã-pintado
169;Ortalis ruficeps;Wagler;1830;Galliformes;;;;;Cracidae;;Ortalis;ruficeps;aracuãzinho
2818;Xiphorhynchus pardalotus;Vieillot;1818;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Xiphorhynchus;pardalotus;arapaçu-assobiador
2767;Dendrocolaptes certhia;Boddaert;1783;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendrocolaptes;certhia;arapaçu-barrado
2769;Dendrocolaptes juruanus;Ihering;1905;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendrocolaptes;juruanus;arapaçu-barrado-do-juruá
2773;Dendrocolaptes medius;Todd;1920;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendrocolaptes;medius;arapaçu-barrado-do-leste
2768;Dendrocolaptes radiolatus;Sclater & Salvin;1868;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendrocolaptes;radiolatus;arapaçu-barrado-do-napo
2771;Dendrocolaptes ridgwayi;Hellmayr;1905;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendrocolaptes;ridgwayi;arapaçu-barrado-do-tapajós
2772;Dendrocolaptes retentus;Batista, Aleixo, Vallinoto, Azevedo, Rêgo, Silveira, Sampaio & Schneider;2013;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendrocolaptes;retentus;arapaçu-barrado-do-xingu
2851;Campylorhamphus trochilirostris;Lichtenstein;1820;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Campylorhamphus;trochilirostris;arapaçu-beija-flor
2749;Glyphorynchus spirurus;Vieillot;1819;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Glyphorynchus;spirurus;arapaçu-bico-de-cunha
2770;Dendrocolaptes concolor;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendrocolaptes;concolor;arapaçu-concolor
2731;Dendrocincla merula;Lichtenstein;1829;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Sittasominae;Dendrocincla;merula;arapaçu-da-taoca
2784;Hylexetastes stresemanni;Snethlage;1925;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Hylexetastes;stresemanni;arapaçu-de-barriga-pintada
2843;Dendroplex picus;Gmelin;1788;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendroplex;picus;arapaçu-de-bico-branco
2765;Nasica longirostris;Vieillot;1818;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Nasica;longirostris;arapaçu-de-bico-comprido
2864;Campylorhamphus procurvoides;Lafresnaye;1850;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Campylorhamphus;procurvoides;arapaçu-de-bico-curvo
2862;Campylorhamphus probatus;Zimmer;1934;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Campylorhamphus;probatus;arapaçu-de-bico-curvo-de-rondônia
2865;Campylorhamphus sanus;Zimmer;1934;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Campylorhamphus;sanus;arapaçu-de-bico-curvo-do-napo
2861;Campylorhamphus multostriatus;Snethlage;1907;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Campylorhamphus;multostriatus;arapaçu-de-bico-curvo-do-xingu
2860;Campylorhamphus falcularius;Vieillot;1822;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Campylorhamphus;falcularius;arapaçu-de-bico-torto
2788;Hylexetastes perrotii;Lafresnaye;1844;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Hylexetastes;perrotii;arapaçu-de-bico-vermelho
2872;Lepidocolaptes angustirostris;Vieillot;1818;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Lepidocolaptes;angustirostris;arapaçu-de-cerrado
2832;Xiphorhynchus guttatus;Lichtenstein;1820;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Xiphorhynchus;guttatus;arapaçu-de-garganta-amarela
2801;Xiphocolaptes albicollis;Vieillot;1818;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Xiphocolaptes;albicollis;arapaçu-de-garganta-branca
2711;Certhiasomus stictolaemus;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Sittasominae;Certhiasomus;stictolaemus;arapaçu-de-garganta-pintada
2836;Xiphorhynchus guttatoides;Lafresnaye;1850;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Xiphorhynchus;guttatoides;arapaçu-de-lafresnaye
2877;Lepidocolaptes albolineatus;Lafresnaye;1845;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Lepidocolaptes;albolineatus;arapaçu-de-listras-brancas
2880;Lepidocolaptes layardi;Sclater;1873;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Lepidocolaptes;layardi;arapaçu-de-listras-brancas-do-leste
2879;Lepidocolaptes fuscicapillus;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Lepidocolaptes;fuscicapillus;arapaçu-de-rondônia
2831;Xiphorhynchus spixii;Lesson;1830;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Xiphorhynchus;spixii;arapaçu-de-spix
2821;Xiphorhynchus chunchotambo;Tschudi;1844;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Xiphorhynchus;chunchotambo;arapaçu-de-tschudi
2873;Lepidocolaptes wagleri;Spix;1824;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Lepidocolaptes;wagleri;arapaçu-de-wagler
2805;Xiphocolaptes major;Vieillot;1818;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Xiphocolaptes;major;arapaçu-do-campo
2797;Xiphocolaptes carajaensis;Silva, Novaes & Oren;2002;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Xiphocolaptes;carajaensis;arapaçu-do-carajás
2876;Lepidocolaptes duidae;Zimmer;1934;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Lepidocolaptes;duidae;arapaçu-do-duida
2878;Lepidocolaptes fatimalimae;Rodrigues, Aleixo, Whittaker & Naka;2013;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Lepidocolaptes;fatimalimae;arapaçu-do-inambari
2798;Xiphocolaptes falcirostris;Spix;1824;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Xiphocolaptes;falcirostris;arapaçu-do-nordeste
2863;Campylorhamphus cardosoi;Portes, Aleixo, Zimmer, Whittaker, Weckstein, Gonzaga, Ribas, Bates & Lees;2013;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Campylorhamphus;cardosoi;arapaçu-do-tapajós
2866;Campylorhamphus gyldenstolpei;Aleixo, Portes, Whittaker, Weckstein, Gonzaga, Zimmer, Ribas & Bates;2013;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Campylorhamphus;gyldenstolpei;arapaçu-do-tupana
2827;Xiphorhynchus elegans;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Xiphorhynchus;elegans;arapaçu-elegante
2874;Lepidocolaptes squamatus;Lichtenstein;1822;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Lepidocolaptes;squamatus;arapaçu-escamoso
2875;Lepidocolaptes falcinellus;Cabanis & Heine;1859;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Lepidocolaptes;falcinellus;arapaçu-escamoso-do-sul
2849;Dendroplex kienerii;Des Murs;1855;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendroplex;kienerii;arapaçu-ferrugem
2759;Dendrexetastes rufigula;Lesson;1844;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendrexetastes;rufigula;arapaçu-galinha-da-guiana
2761;Dendrexetastes paraensis;Lorenz von Liburnau;1895;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendrexetastes;paraensis;arapaçu-galinha-do-pará
2760;Dendrexetastes devillei;Lafresnaye;1850;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendrexetastes;devillei;arapaçu-galinha-ocidental
2780;Dendrocolaptes platyrostris;Spix;1825;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendrocolaptes;platyrostris;arapaçu-grande
2746;Dendrocincla turdina;Lichtenstein;1820;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Sittasominae;Dendrocincla;turdina;arapaçu-liso
2870;Lepidocolaptes souleyetii;Des Murs;1849;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Lepidocolaptes;souleyetii;arapaçu-listrado
2778;Dendrocolaptes hoffmannsi;Hellmayr;1909;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendrocolaptes;hoffmannsi;arapaçu-marrom
2774;Dendrocolaptes picumnus;Lichtenstein;1820;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendrocolaptes;picumnus;arapaçu-meio-barrado
2779;Dendrocolaptes transfasciatus;Todd;1925;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Dendrocolaptes;transfasciatus;arapaçu-meio-barrado-do-xingu
2824;Xiphorhynchus ocellatus;Spix;1824;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Xiphorhynchus;ocellatus;arapaçu-ocelado
2823;Xiphorhynchus beauperthuysii;Pucheran & Lafresnaye;1850;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Xiphorhynchus;beauperthuysii;arapaçu-ocelado-do-norte
2739;Dendrocincla fuliginosa;Vieillot;1818;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Sittasominae;Dendrocincla;fuliginosa;arapaçu-pardo
2744;Dendrocincla atrirostris;d'Orbigny & Lafresnaye;1838;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Sittasominae;Dendrocincla;atrirostris;arapaçu-pardo-de-mato-grosso
2745;Dendrocincla taunayi;Pinto;1939;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Sittasominae;Dendrocincla;taunayi;arapaçu-pardo-do-nordeste
2868;Drymornis bridgesii;Eyton;1849;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Dendrocolaptidae;Dendrocolaptinae;Drymornis;bridgesii;arapaçu-platino
